X,Y,objectid,powerplant,unit,country,latitude,longitude,grosspower,netpowerin,type,reactorsup,reactormod,status,dateconstr,dateofcomm,dateofclos,operationa,owner,operators,imagesourc,link
74.4396420002373,14.8653220002167,181,Kaiga Atomic Power Station,Kaiga 2,India,14.865322,74.439642,220,202,Pressurized Heavy Water Reactor, ,Horizontal Pressure Tube,Operational,"Saturday, December 01, 1989","Friday, March 16, 2000", , , ,Nuclear Power Corporation of India LTD., ,https://en.wikipedia.org/wiki/Kaiga_Atomic_Power_Station
74.4396420002373,14.8653220002167,182,Kaiga Atomic Power Station,Kaiga 4,India,14.865322,74.439642,220,202,Pressurized Heavy Water Reactor, ,Horizontal Pressure Tube,Operational,"Saturday, May 10, 2002","Friday, January 20, 2011", , , ,Nuclear Power Corporation of India LTD., ,https://en.wikipedia.org/wiki/Kaiga_Atomic_Power_Station
73.3500000001202,21.2386110000917,183,Kakrapar Atomic Power Station,KAPS 2,India,21.238611,73.35,220,202,Pressurized Heavy Water Reactor, ,Horizontal Pressure Tube,Operational,"Tuesday, April 01, 1985","Saturday, September 01, 1995", , , ,Nuclear Power Corporation of India, ,https://en.wikipedia.org/wiki/Kakrapar_Atomic_Power_Station
77.7125000002491,8.16888899967489,184,Kudankulam Nuclear Power Plant,Kudankulam 9,India,8.168889,77.7125,1000,917,Pressurized Water Reactor, ,VVER,Planned, , , , ,Nuclear Power Corporation of India,Nuclear Power Corporation of India,https://upload.wikimedia.org/wikipedia/commons/4/47/The_Kudankulam_Nuclear_Power_Plant_%28KKNPP%29.jpg,https://en.wikipedia.org/wiki/Kudankulam_Nuclear_Power_Plant
61.3225000002648,56.8416670001389,185,Beloyarsk Nuclear Power Station,Beloyarsk  2,Russia,56.841667,61.3225,160,146,Light Water Graphite Reactor,OKBM Afrikantov,AMB-200,Shut down,"Tuesday, January 01, 1962","Tuesday, December 01, 1969","Tuesday, January 01, 1990", , ,Rosenergoatom,https://upload.wikimedia.org/wikipedia/commons/8/8c/Beloyarsk_NNP.jpg,https://en.wikipedia.org/wiki/Beloyarsk_Nuclear_Power_Station
75.6138890001877,24.8722220000679,186,Rajasthan Atomic Power Station,RAPS 8,India,24.872222,75.613889,700,630,Pressurized Heavy Water Reactor, ,Horizontal Pressure Tube,Under construction,"Saturday, September 30, 2011", , , , ,Nuclear power Corporation of India Ltd, ,https://en.wikipedia.org/wiki/Rajasthan_Atomic_Power_Station
75.6138890001877,24.8722220000679,187,Rajasthan Atomic Power Station,RAPS 4,India,24.872222,75.613889,220,202,Pressurized Heavy Water Reactor, ,Horizontal Pressure Tube,Operational,"Tuesday, October 01, 1990","Sunday, December 23, 2000", , , ,Nuclear power Corporation of India Ltd, ,https://en.wikipedia.org/wiki/Rajasthan_Atomic_Power_Station
75.6322219999657,29.4413889996699,188,Gorakhpur Nuclear Power Plant,Gorakhpur 1,India,29.441389,75.632222,700,630,Pressurized Heavy Water Reactor, ,PHWR-700,Under Construction,2014-15,2025, ,2014-15(Planned)/2025(Planned),Nuclear Power Corporation of India, , ,https://en.wikipedia.org/wiki/Gorakhpur_Nuclear_Power_Plant
80.1750000004428,12.5575000002944,189,Madras Atomic Power Station,MAPS 2,India,12.5575,80.175,220,205,Pressurized Heavy Water Reactor, ,Horizontal Pressure Tube,Operational,"Monday, October 01, 1972","Saturday, March 21, 1986", , , ,Nuclear power Corporation of India Ltd, ,https://en.wikipedia.org/wiki/Madras_Atomic_Power_Station
89.0472222201269,24.0666666701295,190,Ruppur,Ruppur 1,Bangladesh,24.066667,89.047222,1200,1080,Pressurized Water Reactor, ,VVER-1200,Under construction,"Friday, November 30, 2017", , , ,Bangladesh Atomic Energy Commission,Nuclear Power Plant Company Bangladesh Limited,https://upload.wikimedia.org/wikipedia/commons/0/03/Roappur_NPP_under_construction.jpg,https://en.wikipedia.org/wiki/Rooppur_Nuclear_Power_Plant
50.8859609995834,28.8296219996392,191,Bushehr Nuclear Power Plant,Bushehr 4,Iran,28.829622,50.885961,1000,915,Pressurized Water Reactor,Atomstroyexport,VVER V-528,Planned, , , , ,Atomic Energy Organization of Iran,Atomic Energy Organization of Iran,https://upload.wikimedia.org/wikipedia/commons/3/33/Rouhani_and_Salehi_in_Bushehr_Nuclear_Plant_%281%29.jpg,https://en.wikipedia.org/wiki/Bushehr_Nuclear_Power_Plant
66.7882500002349,24.8471669997622,192,Karachi Nuclear Power Complex,Karachi 2,Pakistan,24.847167,66.78825,1150,1080,Pressurized Water Reactor,Pakistan Atomic Energy Commission,Hualong-1,Under construction,"Friday, May 23, 2013",2020, , ,Pakistan Atomic Energy Commission,Pakistan Atomic Energy Commission, ,https://en.wikipedia.org/wiki/Karachi_Nuclear_Power_Complex
71.4624999998715,32.3902779996744,193,Chashma Nuclear Power Plant,Chashma 3,Pakistan,32.390278,71.4625,340,315,Pressurized Water Reactor,Sino-Pak Nuclear Technology Consortium,CNP-300,Operational,"Sunday, May 28, 2011","Sunday, October 15, 2016", , ,Pakistan Atomic Energy Commission,Pakistan Atomic Energy Commission, ,https://en.wikipedia.org/wiki/Chashma_Nuclear_Power_Plant
71.4624999998715,32.3902779996744,194,Chashma Nuclear Power Plant,Chashma 5,Pakistan,32.390278,71.4625,1150,1080,Pressurized Water Reactor,Sino-Pak Nuclear Technology Consortium,Hualong-1,Planned, , , , ,Pakistan Atomic Energy Commission,Pakistan Atomic Energy Commission, ,https://en.wikipedia.org/wiki/Chashma_Nuclear_Power_Plant
73.3500000001202,21.2386110000917,195,Kakrapar Atomic Power Station,KAPS 3,India,21.238611,73.35,700,630,Pressurized Heavy Water Reactor, ,PHWR-700,Under construction,"Tuesday, November 22, 2010", , , , ,Nuclear Power Corporation of India, ,https://en.wikipedia.org/wiki/Kakrapar_Atomic_Power_Station
61.3225000002648,56.8416670001389,196,Beloyarsk Nuclear Power Station,Beloyarsk  3,Russia,56.841667,61.3225,600,560,Sodium Cooled Fast Reactor,OKBM Afrikantov,BN-600,Operational,"Thursday, January 01, 1969","Monday, November 01, 1981", , , ,Rosenergoatom,https://upload.wikimedia.org/wikipedia/commons/8/8c/Beloyarsk_NNP.jpg,https://en.wikipedia.org/wiki/Beloyarsk_Nuclear_Power_Station
77.7125000002491,8.16888899967489,197,Kudankulam Nuclear Power Plant,Kudankulam 8,India,8.168889,77.7125,1000,917,Pressurized Water Reactor, ,VVER,Planned, , , , ,Nuclear Power Corporation of India,Nuclear Power Corporation of India,https://upload.wikimedia.org/wikipedia/commons/4/47/The_Kudankulam_Nuclear_Power_Plant_%28KKNPP%29.jpg,https://en.wikipedia.org/wiki/Kudankulam_Nuclear_Power_Plant
74.4396420002373,14.8653220002167,198,Kaiga Atomic Power Station,Kaiga 3,India,14.865322,74.439642,220,202,Pressurized Heavy Water Reactor, ,Horizontal Pressure Tube,Operational,"Sunday, March 30, 2002","Monday, May 06, 2007", , , ,Nuclear Power Corporation of India LTD., ,https://en.wikipedia.org/wiki/Kaiga_Atomic_Power_Station
75.6138890001877,24.8722220000679,199,Rajasthan Atomic Power Station,RAPS 2,India,24.872222,75.613889,200,187,Pressurized Heavy Water Reactor, ,Horizontal Pressure Tube,Operational,"Tuesday, April 01, 1968","Thursday, April 01, 1981", , , ,Nuclear power Corporation of India Ltd, ,https://en.wikipedia.org/wiki/Rajasthan_Atomic_Power_Station
77.7125000002491,8.16888899967489,200,Kudankulam Nuclear Power Plant,Kudankulam 5,India,8.168889,77.7125,1000,917,Pressurized Water Reactor, ,VVER V-412,Planned, , , , ,Nuclear Power Corporation of India,Nuclear Power Corporation of India,https://upload.wikimedia.org/wikipedia/commons/4/47/The_Kudankulam_Nuclear_Power_Plant_%28KKNPP%29.jpg,https://en.wikipedia.org/wiki/Kudankulam_Nuclear_Power_Plant
77.7125000002491,8.16888899967489,201,Kudankulam Nuclear Power Plant,Kudankulam 7,India,8.168889,77.7125,1000,917,Pressurized Water Reactor, ,VVER,Planned, , , , ,Nuclear Power Corporation of India,Nuclear Power Corporation of India,https://upload.wikimedia.org/wikipedia/commons/4/47/The_Kudankulam_Nuclear_Power_Plant_%28KKNPP%29.jpg,https://en.wikipedia.org/wiki/Kudankulam_Nuclear_Power_Plant
61.3225000002648,56.8416670001389,202,Beloyarsk Nuclear Power Station,Beloyarsk  6,Russia,56.841667,61.3225,1600,1500,Sodium Cooled Fast Reactor,OKBM Afrikantov,BN-1600,Planned, , , , , ,Rosenergoatom,https://upload.wikimedia.org/wikipedia/commons/8/8c/Beloyarsk_NNP.jpg,https://en.wikipedia.org/wiki/Beloyarsk_Nuclear_Power_Station
52.2316669997859,23.9677780002497,203,Barakah,Barakah 3,United Arab Emirates,23.967778,52.231667,1400,1345,Pressurized Water Reactor,Korea Electric Power Corporatiojn,APR-1400 ,Under Construction,"September 24, 2014",2020, ,2020(scheduled),Emirates Nuclear Energy Corporation, ,https://upload.wikimedia.org/wikipedia/commons/4/4e/Barakah_nuclear_power_plant.jpg,https://en.wikipedia.org/wiki/Barakah_nuclear_power_plant
66.7882500002349,24.8471669997622,204,Karachi Nuclear Power Complex,Karachi 1,Pakistan,24.847167,66.78825,100,90,Pressurized Heavy Water Reactor,Pakistan Atomic Energy Commission,CANDU-137 MW,Operational,"Tuesday, August 01, 1966","Friday, December 07, 1972", , ,Pakistan Atomic Energy Commission,Pakistan Atomic Energy Commission, ,https://en.wikipedia.org/wiki/Karachi_Nuclear_Power_Complex
89.0472222201269,24.0666666701295,205,Ruppur,Ruppur 2,Bangladesh,24.066667,89.047222,1200,1080,Pressurized Water Reactor, ,VVER-1200,Under construction,"Sunday, July 14, 2018", , , ,Bangladesh Atomic Energy Commission,Nuclear Power Plant Company Bangladesh Limited,https://upload.wikimedia.org/wikipedia/commons/0/03/Roappur_NPP_under_construction.jpg,https://en.wikipedia.org/wiki/Rooppur_Nuclear_Power_Plant
72.6612059995944,19.828981000355,206,Tarapur Atomic Power Station,TAPS 2,India,19.828981,72.661206,160,150,Boiling Water Reactor, ,"BWR-1, Mark 1",Operational,"Friday, October 01, 1964","Wednesday, October 28, 1969", , , ,Nuclear Power Corporation of India,https://upload.wikimedia.org/wikipedia/commons/b/b3/Glimpses_of_the_Unit_III_dome_and_the_project_site_of_Tarapur_Atomic_Power_Project_%28TAPP%29_near_Mumbai.jpg,https://en.wikipedia.org/wiki/Tarapur_Atomic_Power_Station
77.7125000002491,8.16888899967489,207,Kudankulam Nuclear Power Plant,Kudankulam 12,India,8.168889,77.7125,1000,917,Pressurized Water Reactor, ,VVER,Planned, , , , ,Nuclear Power Corporation of India,Nuclear Power Corporation of India,https://upload.wikimedia.org/wikipedia/commons/4/47/The_Kudankulam_Nuclear_Power_Plant_%28KKNPP%29.jpg,https://en.wikipedia.org/wiki/Kudankulam_Nuclear_Power_Plant
77.7125000002491,8.16888899967489,208,Kudankulam Nuclear Power Plant,Kudankulam 10,India,8.168889,77.7125,1000,917,Pressurized Water Reactor, ,VVER,Planned, , , , ,Nuclear Power Corporation of India,Nuclear Power Corporation of India,https://upload.wikimedia.org/wikipedia/commons/4/47/The_Kudankulam_Nuclear_Power_Plant_%28KKNPP%29.jpg,https://en.wikipedia.org/wiki/Kudankulam_Nuclear_Power_Plant
48.3800000001925,30.7077780002112,209,Darkhovin Nuclear Power Plant,Darkhovin,Iran,30.707778,48.38,300,280,Pressurized Water Reactor, , ,"Unfinished; Restart Planned", , , , ,Nuclear Power Production & Development Co. of Iran,Nuclear Power Production & Development Co. of Iran, ,https://en.wikipedia.org/wiki/Darkhovin_Nuclear_Power_Plant
50.8859609995834,28.8296219996392,210,Bushehr Nuclear Power Plant,Bushehr 2,Iran,28.829622,50.885961,1000,915,Pressurized Water Reactor,Atomstroyexport,VVER V-528,"Unfinished; Restart Planned","July, 2019", , ,July 2019 (planned),Atomic Energy Organization of Iran,Atomic Energy Organization of Iran,https://upload.wikimedia.org/wikipedia/commons/3/33/Rouhani_and_Salehi_in_Bushehr_Nuclear_Plant_%281%29.jpg,https://en.wikipedia.org/wiki/Bushehr_Nuclear_Power_Plant
52.2316669997859,23.9677780002497,211,Barakah,Barakah 4,United Arab Emirates,23.967778,52.231667,1400,1345,Pressurized Water Reactor,Korea Electric Power Corporatiojn,APR-1400 ,Under Construction,"July 30, 2015",2021, ,2021(scheduled),Emirates Nuclear Energy Corporation, ,https://upload.wikimedia.org/wikipedia/commons/4/4e/Barakah_nuclear_power_plant.jpg,https://en.wikipedia.org/wiki/Barakah_nuclear_power_plant
71.4624999998715,32.3902779996744,212,Chashma Nuclear Power Plant,Chashma 1,Pakistan,32.390278,71.4625,325,300,Pressurized Water Reactor,Sino-Pak Nuclear Technology Consortium,CNP-300,Operational,"Monday, August 01, 1993","Saturday, September 15, 2000", , ,Pakistan Atomic Energy Commission,Pakistan Atomic Energy Commission, ,https://en.wikipedia.org/wiki/Chashma_Nuclear_Power_Plant
47.9552779999113,52.0911110002441,213,Balakovo Nuclear Power Plant,Balakovo 5,Russia,52.091111,47.955278,1000,950,Pressurized Water Reactor, ,VVER V-320,Unfinished, , ,"Tuesday, December 28, 1992", ,Rosenergoatom,Rosenergoatom,https://upload.wikimedia.org/wikipedia/commons/c/c4/BalakovoNPP1.jpg,https://en.wikipedia.org/wiki/Balakovo_Nuclear_Power_Plant
50.8859609995834,28.8296219996392,214,Bushehr Nuclear Power Plant,Bushehr 3,Iran,28.829622,50.885961,1000,915,Pressurized Water Reactor,Atomstroyexport,VVER V-528,Planned, , , , ,Atomic Energy Organization of Iran,Atomic Energy Organization of Iran,https://upload.wikimedia.org/wikipedia/commons/3/33/Rouhani_and_Salehi_in_Bushehr_Nuclear_Plant_%281%29.jpg,https://en.wikipedia.org/wiki/Bushehr_Nuclear_Power_Plant
66.7882500002349,24.8471669997622,215,Karachi Nuclear Power Complex,Karachi 3,Pakistan,24.847167,66.78825,1150,1080,Pressurized Water Reactor,Pakistan Atomic Energy Commission,Hualong-1,Under construction,"Saturday, August 21, 2015",2021, , ,Pakistan Atomic Energy Commission,Pakistan Atomic Energy Commission, ,https://en.wikipedia.org/wiki/Karachi_Nuclear_Power_Complex
72.6612059995944,19.828981000355,216,Tarapur Atomic Power Station,TAPS 3,India,19.828981,72.661206,540,490,Pressurized Heavy Water Reactor, ,Horizontal Pressure Tube,Operational,"Saturday, May 12, 2000","Saturday, August 18, 2006", , , ,Nuclear Power Corporation of India,https://upload.wikimedia.org/wikipedia/commons/b/b3/Glimpses_of_the_Unit_III_dome_and_the_project_site_of_Tarapur_Atomic_Power_Project_%28TAPP%29_near_Mumbai.jpg,https://en.wikipedia.org/wiki/Tarapur_Atomic_Power_Station
50.8859609995834,28.8296219996392,217,Bushehr Nuclear Power Plant,Bushehr 1,Iran,28.829622,50.885961,1000,915,Pressurized Water Reactor,Atomstroyexport,VVER V-446,Operational,"Friday, May 01, 1975","Tuesday, September 23, 2013", , ,Atomic Energy Organization of Iran,Atomic Energy Organization of Iran,https://upload.wikimedia.org/wikipedia/commons/3/33/Rouhani_and_Salehi_in_Bushehr_Nuclear_Plant_%281%29.jpg,https://en.wikipedia.org/wiki/Bushehr_Nuclear_Power_Plant
71.4624999998715,32.3902779996744,218,Chashma Nuclear Power Plant,Chashma 4,Pakistan,32.390278,71.4625,340,315,Pressurized Water Reactor,Sino-Pak Nuclear Technology Consortium,CNP-300,Operational,"Monday, December 18, 2011","Sunday, July 01, 2017", , ,Pakistan Atomic Energy Commission,Pakistan Atomic Energy Commission, ,https://en.wikipedia.org/wiki/Chashma_Nuclear_Power_Plant
80.0897219998667,22.7805560002989,219,Chutka Nuclear Power Plant,Chutka 2,India,22.780556,80.089722,700,630,Pressurized Heavy Water Reactor, ,PHWR-700,Planned, , , , ,Nuclear Power Corporation of India, , ,https://en.wikipedia.org/wiki/Chutka_Nuclear_Power_Plant
74.4396420002373,14.8653220002167,220,Kaiga Atomic Power Station,Kaiga 1,India,14.865322,74.439642,220,202,Pressurized Heavy Water Reactor, ,Horizontal Pressure Tube,Operational,"Saturday, September 01, 1989","Friday, November 16, 2000", , , ,Nuclear Power Corporation of India LTD., ,https://en.wikipedia.org/wiki/Kaiga_Atomic_Power_Station
77.7125000002491,8.16888899967489,221,Kudankulam Nuclear Power Plant,Kudankulam 11,India,8.168889,77.7125,1000,917,Pressurized Water Reactor, ,VVER,Planned, , , , ,Nuclear Power Corporation of India,Nuclear Power Corporation of India,https://upload.wikimedia.org/wikipedia/commons/4/47/The_Kudankulam_Nuclear_Power_Plant_%28KKNPP%29.jpg,https://en.wikipedia.org/wiki/Kudankulam_Nuclear_Power_Plant
52.2316669997859,23.9677780002497,222,Barakah,Barakah 2,United Arab Emirates,23.967778,52.231667,1400,1345,Pressurized Water Reactor,Korea Electric Power Corporatiojn,APR-1400 ,Under Construction,"April 16, 2013",2019, ,2019(scheduled),Emirates Nuclear Energy Corporation, ,https://upload.wikimedia.org/wikipedia/commons/4/4e/Barakah_nuclear_power_plant.jpg,https://en.wikipedia.org/wiki/Barakah_nuclear_power_plant
75.6138890001877,24.8722220000679,223,Rajasthan Atomic Power Station,RAPS 1,India,24.872222,75.613889,100,90,Pressurized Heavy Water Reactor, ,CANDU/Horiz. Pressure Tube,Operational,"Monday, August 01, 1965","Monday, December 16, 1973", , , ,Nuclear power Corporation of India Ltd, ,https://en.wikipedia.org/wiki/Rajasthan_Atomic_Power_Station
75.6138890001877,24.8722220000679,224,Rajasthan Atomic Power Station,RAPS 7,India,24.872222,75.613889,700,630,Pressurized Heavy Water Reactor, ,Horizontal Pressure Tube,Under construction,"Tuesday, July 18, 2011", , , , ,Nuclear power Corporation of India Ltd, ,https://en.wikipedia.org/wiki/Rajasthan_Atomic_Power_Station
50.8859609995834,28.8296219996392,225,Bushehr Nuclear Power Plant,Bushehr 5,Iran,28.829622,50.885961,1000,915,Pressurized Water Reactor,Atomstroyexport,VVER V-528,Planned, , , , ,Atomic Energy Organization of Iran,Atomic Energy Organization of Iran,https://upload.wikimedia.org/wikipedia/commons/3/33/Rouhani_and_Salehi_in_Bushehr_Nuclear_Plant_%281%29.jpg,https://en.wikipedia.org/wiki/Bushehr_Nuclear_Power_Plant
61.3225000002648,56.8416670001389,226,Beloyarsk Nuclear Power Station,Beloyarsk  4,Russia,56.841667,61.3225,864,789,Sodium Cooled Fast Reactor,OKBM Afrikantov,BN-800,Operational,"Wednesday, July 18, 2006","Friday, December 10, 2015", , , ,Rosenergoatom,https://upload.wikimedia.org/wikipedia/commons/8/8c/Beloyarsk_NNP.jpg,https://en.wikipedia.org/wiki/Beloyarsk_Nuclear_Power_Station
75.6322219999657,29.4413889996699,227,Gorakhpur Nuclear Power Plant,Gorakhpur 3,India,29.441389,75.632222,700,630,Pressurized Heavy Water Reactor, ,PHWR-700,Under Construction,2014-15,2025, ,2014-15(Planned)/2025(Planned),Nuclear Power Corporation of India, , ,https://en.wikipedia.org/wiki/Gorakhpur_Nuclear_Power_Plant
77.7125000002491,8.16888899967489,228,Kudankulam Nuclear Power Plant,Kudankulam 3,India,8.168889,77.7125,1000,917,Pressurized Water Reactor, ,VVER V-412,Under construction,"Saturday, June 30, 2017", , , ,Nuclear Power Corporation of India,Nuclear Power Corporation of India,https://upload.wikimedia.org/wikipedia/commons/4/47/The_Kudankulam_Nuclear_Power_Plant_%28KKNPP%29.jpg,https://en.wikipedia.org/wiki/Kudankulam_Nuclear_Power_Plant
52.2316669997859,23.9677780002497,229,Barakah,Barakah 1,United Arab Emirates,23.967778,52.231667,1400,1345,Pressurized Water Reactor,Korea Electric Power Corporatiojn,APR-1400 ,Under Construction,"July 19, 2012",2019, ,2019(scheduled),Emirates Nuclear Energy Corporation, ,https://upload.wikimedia.org/wikipedia/commons/4/4e/Barakah_nuclear_power_plant.jpg,https://en.wikipedia.org/wiki/Barakah_nuclear_power_plant
73.3500000001202,21.2386110000917,230,Kakrapar Atomic Power Station,KAPS 1,India,21.238611,73.35,220,202,Pressurized Heavy Water Reactor, ,Horizontal Pressure Tube,Operational,"Sunday, December 01, 1984","Friday, May 06, 1993", , , ,Nuclear Power Corporation of India, ,https://en.wikipedia.org/wiki/Kakrapar_Atomic_Power_Station
73.3500000001202,21.2386110000917,231,Kakrapar Atomic Power Station,KAPS 4,India,21.238611,73.35,700,630,Pressurized Heavy Water Reactor, ,PHWR-700,Under construction,"Tuesday, November 22, 2010", , , , ,Nuclear Power Corporation of India, ,https://en.wikipedia.org/wiki/Kakrapar_Atomic_Power_Station
75.6322219999657,29.4413889996699,232,Gorakhpur Nuclear Power Plant,Gorakhpur 4,India,29.441389,75.632222,700,630,Pressurized Heavy Water Reactor, ,PHWR-700,Under Construction,2014-15,2025, ,2014-15(Planned)/2025(Planned),Nuclear Power Corporation of India, , ,https://en.wikipedia.org/wiki/Gorakhpur_Nuclear_Power_Plant
77.7125000002491,8.16888899967489,233,Kudankulam Nuclear Power Plant,Kudankulam 4,India,8.168889,77.7125,1000,917,Pressurized Water Reactor, ,VVER V-412,Under construction,"Tuesday, October 23, 2017", , , ,Nuclear Power Corporation of India,Nuclear Power Corporation of India,https://upload.wikimedia.org/wikipedia/commons/4/47/The_Kudankulam_Nuclear_Power_Plant_%28KKNPP%29.jpg,https://en.wikipedia.org/wiki/Kudankulam_Nuclear_Power_Plant
80.1750000004428,12.5575000002944,234,Madras Atomic Power Station,MAPS 1,India,12.5575,80.175,220,205,Pressurized Heavy Water Reactor, ,Horizontal Pressure Tube,Operational,"Saturday, January 01, 1971","Saturday, January 27, 1984", , , ,Nuclear power Corporation of India Ltd, ,https://en.wikipedia.org/wiki/Madras_Atomic_Power_Station
71.4624999998715,32.3902779996744,235,Chashma Nuclear Power Plant,Chashma 2,Pakistan,32.390278,71.4625,325,300,Pressurized Water Reactor,Sino-Pak Nuclear Technology Consortium,CNP-300,Operational,"Thursday, December 28, 2005","Thursday, May 18, 2011", , ,Pakistan Atomic Energy Commission,Pakistan Atomic Energy Commission, ,https://en.wikipedia.org/wiki/Chashma_Nuclear_Power_Plant
47.9552779999113,52.0911110002441,236,Balakovo Nuclear Power Plant,Balakovo 6,Russia,52.091111,47.955278,1000,950,Pressurized Water Reactor, ,VVER V-320,Unfinished, , ,"Tuesday, December 28, 1992", ,Rosenergoatom,Rosenergoatom,https://upload.wikimedia.org/wikipedia/commons/c/c4/BalakovoNPP1.jpg,https://en.wikipedia.org/wiki/Balakovo_Nuclear_Power_Plant
122.528888889996,36.972222220135,237,Shidao Bay,Shidaowan-II-5,China,36.972222,122.528889,1250,1100,Pressurized Water Reactor, ,CAP-1000,Planned, , , , , , , , 
75.6138890001877,24.8722220000679,238,Rajasthan Atomic Power Station,RAPS 5,India,24.872222,75.613889,220,202,Pressurized Heavy Water Reactor, ,Horizontal Pressure Tube,Operational,"Thursday, September 18, 2002","Friday, February 04, 2010", , , ,Nuclear power Corporation of India Ltd, ,https://en.wikipedia.org/wiki/Rajasthan_Atomic_Power_Station
74.4396420002373,14.8653220002167,239,Kaiga Atomic Power Station,Kaiga 6,India,14.865322,74.439642,700,630,Pressurized Heavy Water Reactor, ,PHWR-700,Planned, , , , , ,Nuclear Power Corporation of India LTD., ,https://en.wikipedia.org/wiki/Kaiga_Atomic_Power_Station
77.7125000002491,8.16888899967489,240,Kudankulam Nuclear Power Plant,Kudankulam 1,India,8.168889,77.7125,1000,932,Pressurized Water Reactor, ,VVER V-412,Operational,"Monday, March 31, 2002","Thursday, December 31, 2014", , ,Nuclear Power Corporation of India,Nuclear Power Corporation of India,https://upload.wikimedia.org/wikipedia/commons/4/47/The_Kudankulam_Nuclear_Power_Plant_%28KKNPP%29.jpg,https://en.wikipedia.org/wiki/Kudankulam_Nuclear_Power_Plant
77.7125000002491,8.16888899967489,241,Kudankulam Nuclear Power Plant,Kudankulam 2,India,8.168889,77.7125,1000,932,Pressurized Water Reactor, ,VVER V-412,Operational,"Friday, July 04, 2002","Saturday, March 31, 2017", , ,Nuclear Power Corporation of India,Nuclear Power Corporation of India,https://upload.wikimedia.org/wikipedia/commons/4/47/The_Kudankulam_Nuclear_Power_Plant_%28KKNPP%29.jpg,https://en.wikipedia.org/wiki/Kudankulam_Nuclear_Power_Plant
72.6612059995944,19.828981000355,242,Tarapur Atomic Power Station,TAPS 4,India,19.828981,72.661206,540,490,Pressurized Heavy Water Reactor, ,Horizontal Pressure Tube,Operational,"Thursday, March 08, 2000","Tuesday, September 12, 2005", , , ,Nuclear Power Corporation of India,https://upload.wikimedia.org/wikipedia/commons/b/b3/Glimpses_of_the_Unit_III_dome_and_the_project_site_of_Tarapur_Atomic_Power_Project_%28TAPP%29_near_Mumbai.jpg,https://en.wikipedia.org/wiki/Tarapur_Atomic_Power_Station
75.6138890001877,24.8722220000679,243,Rajasthan Atomic Power Station,RAPS 3,India,24.872222,75.613889,220,202,Pressurized Heavy Water Reactor, ,Horizontal Pressure Tube,Operational,"Friday, February 01, 1990","Friday, June 01, 2000", , , ,Nuclear power Corporation of India Ltd, ,https://en.wikipedia.org/wiki/Rajasthan_Atomic_Power_Station
80.0897219998667,22.7805560002989,244,Chutka Nuclear Power Plant,Chutka 1,India,22.780556,80.089722,700,630,Pressurized Heavy Water Reactor, ,PHWR-700,Planned, , , , ,Nuclear Power Corporation of India, , ,https://en.wikipedia.org/wiki/Chutka_Nuclear_Power_Plant
61.3225000002648,56.8416670001389,245,Beloyarsk Nuclear Power Station,Beloyarsk  1,Russia,56.841667,61.3225,108,102,Light Water Graphite Reactor,OKBM Afrikantov,AMB-100,Shut down,"Monday, June 01, 1958","Monday, April 26, 1964","Sunday, January 01, 1983", , ,Rosenergoatom,https://upload.wikimedia.org/wikipedia/commons/8/8c/Beloyarsk_NNP.jpg,https://en.wikipedia.org/wiki/Beloyarsk_Nuclear_Power_Station
78.4094440003261,28.1580559997369,246,Narora Atomic Power Station,NAPS 2,India,28.158056,78.409444,220,202,Pressurized Heavy Water Reactor, ,Horizontal Pressure Tube,Operational,"Wednesday, November 01, 1977","Thursday, July 01, 1992", , , ,Nuclear power Corporation of India Ltd, ,https://en.wikipedia.org/wiki/Narora_Atomic_Power_Station
75.6138890001877,24.8722220000679,247,Rajasthan Atomic Power Station,RAPS 6,India,24.872222,75.613889,220,202,Pressurized Heavy Water Reactor, ,Horizontal Pressure Tube,Operational,"Tuesday, January 20, 2003","Thursday, March 31, 2010", , , ,Nuclear power Corporation of India Ltd, ,https://en.wikipedia.org/wiki/Rajasthan_Atomic_Power_Station
77.7125000002491,8.16888899967489,248,Kudankulam Nuclear Power Plant,Kudankulam 6,India,8.168889,77.7125,1000,917,Pressurized Water Reactor, ,VVER V-412,Planned, , , , ,Nuclear Power Corporation of India,Nuclear Power Corporation of India,https://upload.wikimedia.org/wikipedia/commons/4/47/The_Kudankulam_Nuclear_Power_Plant_%28KKNPP%29.jpg,https://en.wikipedia.org/wiki/Kudankulam_Nuclear_Power_Plant
-96.6374999996858,43.6036110001855,249,Pathfinder,Pathfinder 1,United States,43.603611,-96.6375,59,0,Boiling Water Reactor, , ,Shut down, ,"July, 1966","October,1967", ,Northern States Power, ,https://upload.wikimedia.org/wikipedia/commons/8/8b/Pathfinder_Nuclear_Generating_Station.jpg,https://en.wikipedia.org/wiki/Pathfinder_Nuclear_Generating_Station
-75.5380559996965,39.4677779998916,250,Hope Creek,Hope Creek 1,United States,39.467778,-75.538056,1059,0,Boiling Water Reactor,General Electric,BWR-4 (Mark 1),Operational,"March 1, 1976","December 20, 1986", , , Public Service Enterprise Group,Public Service Enterprise Group,https://upload.wikimedia.org/wikipedia/commons/3/31/Hope_creek_NPP.jpg,https://en.wikipedia.org/wiki/Hope_Creek_Nuclear_Generating_Station
