X,Y,objectid,powerplant,unit,country,latitude,longitude,grosspower,netpowerin,type,reactorsup,reactormod,status,dateconstr,dateofcomm,dateofclos,operationa,owner,operators,imagesourc,link
44.1488888897879,40.180844440268,251,Metsamor,Metsamor  2,Armenia,40.180844,44.148889,408,375,Pressurized Water Reactor, ,V-270,Operational,"Wednesday, July 01, 1975", , , , ,Haykakan Atomayin Electrakayan CJSC,https://upload.wikimedia.org/wikipedia/commons/9/94/Metsamor_nuclear_power_plant%2C_cooling_towers_%28Armenia%2C_June_2015%29.jpg,https://en.wikipedia.org/wiki/Armenian_Nuclear_Power_Plant
23.7705555598884,43.7461111097556,252,Kozloduy ,Kozloduy 3,Bulgaria,43.746111,23.770556,440,0,Pressurized Water Reactor, , ,Shut Down,1970,1980,2007, ,Bulgarian Energy Holding EAD, ,https://upload.wikimedia.org/wikipedia/commons/4/4c/NPP_Kozloduy_5-6.jpg,https://en.wikipedia.org/wiki/Kozloduy_Nuclear_Power_Plant
0.866666999754449,40.9513889997053,253,Vandellòs Nuclear Power Plant,Vandellòs 1,Spain,40.951389,0.866667,500,480,Carbon Dioxide Gas Cooled Reactor, , ,Shut Down,1967,"August 2, 1972","July 31, 1990", ,Endesa,ANAV,https://upload.wikimedia.org/wikipedia/commons/f/fb/Central_nuclear_de_Vandell%C3%B3s-Flickr-nirvanis-233233876.jpg,https://en.wikipedia.org/wiki/Vandell%C3%B2s_Nuclear_Power_Plant
-93.5567000000085,45.2951719997289,254,Elk River,Elk River 1,United States,45.295172,-93.5567,22,0,Boiling Water Reactor, , ,Shut down,1950,"July1,1964","February 1, 1968", ,Rural Cooperative Power Associates, ,http://www.ansnuclearcafe.org/wp-content/uploads/2016/07/Elk-River-Post-Card-RCPA.jpg,https://en.wikipedia.org/wiki/Elk_River_Station
-81.5994440000517,44.3252780001781,255,Bruce,Bruce B6,Canada,44.325278,-81.599444,891,817,Pressurized Heavy Water Reactor,AECL,CANDU 750B,Operational,"January, 1978","September, 1984", , ,Ontario Power Generation,Bruce Power,https://upload.wikimedia.org/wikipedia/commons/3/35/Bruce-Nuclear-Szmurlo.jpg,https://en.wikipedia.org/wiki/Bruce_Nuclear_Generating_Station
-79.0658329999461,43.8116670000952,256,Pickering ,Pickering  B8,Canada,43.811667,-79.065833,540,516,Pressurized Heavy Water Reactor,AECL,CANDU 500B,Operational,"September, 1976","February, 1986", , ,Ontario Power Generation,Ontario Power Generation,https://upload.wikimedia.org/wikipedia/commons/9/9b/Pickering_Nuclear_Plant.jpg,https://en.wikipedia.org/wiki/Pickering_Nuclear_Generating_Station
-80.4305559996418,40.6233329999386,257,Beaver Valley,Beaver valley  2,United States,40.623333,-80.430556,905,0,Pressurized Water Reactor,Westinghouse,WH 3-loop (DRYSUB),Operational,"May 3, 1974","November 17, 1987", , ,Ohio Edison ,First Energy Nuclear,https://upload.wikimedia.org/wikipedia/commons/3/37/Beaver_Valley_Nuclear_Power_Plant.jpg,https://en.wikipedia.org/wiki/Beaver_Valley_Nuclear_Power_Station
-92.6330559995976,44.6216670001546,258,Prairie Island,Prairie Island 1,United States,44.621667,-92.633056,548,0,Pressurized Water Reactor,Westinghouse,WH 2-loop (DRYAMB),Operational,"June 25, 1968","December 16, 1973", , ,Xcel Energy,Northern States Power Company,https://upload.wikimedia.org/wikipedia/commons/a/a2/PrairieIslandPlant.jpg,https://en.wikipedia.org/wiki/Prairie_Island_Nuclear_Power_Plant
-88.229167000407,41.2436110001303,259,BraidWood,BraidWood 1,United States,41.243611,-88.229167,1270,1194,Pressurized Water Reactor,Westinghouse,WH 4-loop (DRYAMB),Operational,"August 1, 1975","July 29, 1988", , ,Exelon Corporation,Exelon Corporation,https://upload.wikimedia.org/wikipedia/commons/b/b5/Braidwood_nuclear_power_station.png,https://en.wikipedia.org/wiki/Braidwood_Nuclear_Generating_Station
-86.5652779996572,41.9755560001067,260,Donald C. Cook,Donald C. Cook 2,United States,41.975556,-86.565278,1090,0,Pressurized Water Reactor,Westinghouse,WH 4-loop (ICECDN),Operational,"March 25, 1970","July 1, 1978", , ,American Electric Power,Indiana Michigan Power,https://upload.wikimedia.org/wikipedia/commons/2/2b/Cook_nuclear_exterior.jpg,https://en.wikipedia.org/wiki/Donald_C._Cook_Nuclear_Plant
-79.0658329999461,43.8116670000952,261,Pickering ,Pickering  B5,Canada,43.811667,-79.065833,540,516,Pressurized Heavy Water Reactor,AECL,CANDU 500B,Operational,"November, 1974","May, 1983", , ,Ontario Power Generation,Ontario Power Generation,https://upload.wikimedia.org/wikipedia/commons/9/9b/Pickering_Nuclear_Plant.jpg,https://en.wikipedia.org/wiki/Pickering_Nuclear_Generating_Station
9.87213999964152,45.0720600000792,262,Caorso Nuclear Power Plant,Caorso,Italy,45.07206,9.87214,882,860,Boiling Water Reactor, ,BWR-4 Mark2,Shut down,"Friday, January 01, 1970","Wednesday, December 01, 1981","Monday, July 01, 1990", , ,SOGIN,https://upload.wikimedia.org/wikipedia/commons/3/38/Carso_NPP_1.jpg,https://en.wikipedia.org/wiki/Caorso_Nuclear_Power_Plant
-76.4069440004476,43.5208329997174,263,Nine Mile Point,Nine Mile Point 2,United States,43.520833,-76.406944,1140,0,Boiling Water Reactor,General Electric,BWR-5 (Mark 2),Operational,"August 1, 1975","March 11, 1988", , ,"Exelon, EDF",Exelon,https://upload.wikimedia.org/wikipedia/commons/1/1d/Nine_Mile_Point_Nuclear_Generating_Station_001.jpg,https://en.wikipedia.org/wiki/Nine_Mile_Point_Nuclear_Generating_Station
-76.7247220000407,40.1538890002582,264,Three Mile Island,Three Mile Island 1,United States,40.153889,-76.724722,852,0,Pressurized Water Reactor,Babcock & Wilcox,B&W LLP (DRYAMB),Operational,"May 18, 1968","September 2, 1974", , , Exelon,Exelon Energy,https://upload.wikimedia.org/wikipedia/commons/7/7e/Three_Mile_Island_%28color%29-2.jpg,https://en.wikipedia.org/wiki/Three_Mile_Island_Nuclear_Generating_Station
-79.0658329999461,43.8116670000952,265,Pickering ,Pickering  A4,Canada,43.811667,-79.065833,542,515,Pressurized Heavy Water Reactor,AECL,CANDU 500A,Operational,"May, 1968","June, 1973", , ,Ontario Power Generation,Ontario Power Generation,https://upload.wikimedia.org/wikipedia/commons/9/9b/Pickering_Nuclear_Plant.jpg,https://en.wikipedia.org/wiki/Pickering_Nuclear_Generating_Station
-5.18055599958644,39.2908329998098,266,Valdecaballeros Nuclear Power Plant,Valdecaballeros,Spain,39.290833,-5.180556,975,0,Boiling Water Reactor, , ,Unfinished, , ,1994, , , , ,https://en.wikipedia.org/wiki/Valdecaballeros_Nuclear_Power_Plant
-88.2680559997111,41.3897219999967,267,Dresden,Dresden 3,United States,41.389722,-88.268056,867,0,Boiling Water Reactor,General Electric, BWR-3 (Mark 1),Operational,"October 14, 1966","November 16, 1971", , ,Exelon Corporation,"Exelon Generation Company, LLC",https://upload.wikimedia.org/wikipedia/commons/6/68/HD.6B.274_%2811842857676%29.jpg,https://en.wikipedia.org/wiki/Dresden_Generating_Station
-79.0658329999461,43.8116670000952,268,Pickering ,Pickering  B6,Canada,43.811667,-79.065833,540,516,Pressurized Heavy Water Reactor,AECL,CANDU 500B,Operational,"October, 1975","February, 1984", , ,Ontario Power Generation,Ontario Power Generation,https://upload.wikimedia.org/wikipedia/commons/9/9b/Pickering_Nuclear_Plant.jpg,https://en.wikipedia.org/wiki/Pickering_Nuclear_Generating_Station
-77.3099999997487,43.2777779998471,269,R. E. Ginna,R. E. Ginna 1,United States,43.277778,-77.31,610,0,Pressurized Water Reactor,Westinghouse,WH 2-loop,Operational,"April 25, 1966","June 1, 1970", , ,Exelon,Exelon,https://upload.wikimedia.org/wikipedia/commons/2/2f/HD.6D.299_%2810824920903%29.jpg,https://en.wikipedia.org/wiki/R._E._Ginna_Nuclear_Power_Plant
4.70944400000505,44.1433330002348,270,Marcoule,Marcoule G2,France,44.143333,4.709444,43,39,Gas Cooled Reactor,SACM,UNGG,Shut Down,"Wednesday, March 01, 1955","Thursday, April 22, 1959","Sunday, February 02, 1980", , ,Électricité de France,https://en.wikipedia.org/wiki/Marcoule_Nuclear_Site#/media/File:CEA_Marcoule_Site.jpg,https://en.wikipedia.org/wiki/Marcoule_Nuclear_Site
-89.2819439998781,42.0741670002161,271,Byron,Byron 2,United States,42.074167,-89.281944,1168,0,Pressurized Water Reactor,Westinghouse,WH 4-loop (DRYAMB),Operational,"April 1, 1976","August 2, 1987", , ,Exelon Corporation,Exelon Corporation,https://upload.wikimedia.org/wikipedia/commons/c/ca/2009-0913-ByronNuclear.jpg,https://en.wikipedia.org/wiki/Byron_Nuclear_Generating_Station
-5.69694400037914,39.8080559997628,272,Almaraz Nuclear Power Plant,Almaraz 1,Spain,39.808056,-5.696944,1049,1011,Pressurized Water Reactor, ,WE-3 loops,Operational,1973,"September 1, 1983", , ,"Iberdrola, Endesa, Union Fenosa",CNAT,https://upload.wikimedia.org/wikipedia/commons/f/f7/Centranuclearalmaraz2.JPG,https://en.wikipedia.org/wiki/Almaraz_Nuclear_Power_Plant
28.0572219998757,44.322222000055,273,Cernavodă Nuclear Power Plant,Cernavodă 5,Romania,44.322222,28.057222,705,650,Pressurized Heavy Water Reactor,AECL,CANDU-6,Unfinished, , , , , ,Nuclearelectrica,https://upload.wikimedia.org/wikipedia/commons/b/bf/Cernavod%C4%83-AEC.jpg,https://en.wikipedia.org/wiki/Cernavod%C4%83_Nuclear_Power_Plant
-72.168611000199,41.3119439999489,274,Millstone,Millstone 1,United States,41.311944,-72.168611,0,0,Boiling Water Reactor,General Electric,BWR-4 (Mark 1),Shut down,"May 1, 1966","March 1, 1971","July 1, 1998", ,Dominion Energy,Dominion Energy,https://upload.wikimedia.org/wikipedia/commons/6/68/HD.6D.129_%2810821944423%29.jpg,https://en.wikipedia.org/wiki/Millstone_Nuclear_Power_Plant
-2.87249999996697,43.4333329997316,275,Lemóniz Nuclear Power Plant,Lemóniz 1,Spain,43.433333,-2.8725,1000,0,Pressurized Water Reactor, , ,Unfinished, , ,1983 , ,Iberdrola, ,https://upload.wikimedia.org/wikipedia/commons/a/a5/Central_nuclear_de_Lem%C3%B3niz_%28Vista_Suroeste%29.JPG,https://en.wikipedia.org/wiki/Lem%C3%B3niz_Nuclear_Power_Plant
-92.6330559995976,44.6216670001546,276,Prairie Island,Prairie Island 2,United States,44.621667,-92.633056,548,0,Pressurized Water Reactor,Westinghouse,WH 2-loop (DRYAMB),Operational,"June 25, 1969","December 21, 1974", , ,Xcel Energy, ,https://upload.wikimedia.org/wikipedia/commons/a/a2/PrairieIslandPlant.jpg,https://en.wikipedia.org/wiki/Prairie_Island_Nuclear_Power_Plant
-70.8508329996473,42.8988889999495,277,Seabrook Station,Seabrook Station 1,United States,42.898889,-70.850833,1194,0,Pressurized Water Reactor,Westinghouse,WH 4LP (DRYAMB),Operational,"July 7, 1976","August 19, 1990", , ,NextEra Energy Resources,NextEra Energy Resources,https://upload.wikimedia.org/wikipedia/commons/5/5f/Seabrook_2009-2.jpg,https://en.wikipedia.org/wiki/Seabrook_Station_Nuclear_Power_Plant
-87.5361109996095,44.342222000232,278,Kewaunee,Kewaunee 1,United States,44.342222,-87.536111,556,0,Pressurized Water Reactor,Westinghouse,WH 2-loop (DRYAMB),Shut down,"August 6, 1968","June 16, 1974","May 7, 2013", ,Dominion Generation,Dominion Generation,https://upload.wikimedia.org/wikipedia/commons/7/73/KewauneeNuclearGeneratingStationAug2009.jpg,https://en.wikipedia.org/wiki/Kewaunee_Power_Station
-81.5994440000517,44.3252780001781,279,Bruce,Bruce B8,Canada,44.325278,-81.599444,872,817,Pressurized Heavy Water Reactor,AECL,CANDU 750B,Operational,"August, 1979","May, 1987", , ,Ontario Power Generation,Bruce Power,https://upload.wikimedia.org/wikipedia/commons/3/35/Bruce-Nuclear-Szmurlo.jpg,https://en.wikipedia.org/wiki/Bruce_Nuclear_Generating_Station
44.1488888897879,40.180844440268,280,Metsamor,Metsamor  3,Armenia,40.180844,44.148889,1200,1060,Pressurized Water Reactor, ,V-392,Planned,2018,2023, , , ,Haykakan Atomayin Electrakayan CJSC,https://upload.wikimedia.org/wikipedia/commons/9/94/Metsamor_nuclear_power_plant%2C_cooling_towers_%28Armenia%2C_June_2015%29.jpg,https://en.wikipedia.org/wiki/Armenian_Nuclear_Power_Plant
-83.2574999998116,41.9627780002063,281,Enrico Fermi,Enrico Fermi 2,United States,41.962778,-83.2575,1098,0,Boiling Water Reactor,General Electric, BWR-4 (Mark 1),Operational,"September 26, 1972","January 23, 1988", , ,DTE Energy,DTE Energy,https://upload.wikimedia.org/wikipedia/commons/4/4d/Fermi_NPP.jpg,https://en.wikipedia.org/wiki/Enrico_Fermi_Nuclear_Generating_Station
-88.2291680002319,41.2436110001303,282,BraidWood,BraidWood 2,United States,41.243611,-88.229168,1121,0,Pressurized Water Reactor,Westinghouse,WH 4-loop (DRYAMB),Operational,"August 1, 1975","October 17, 1988", , ,Exelon Corporation,Exelon Corporation,https://upload.wikimedia.org/wikipedia/commons/b/b5/Braidwood_nuclear_power_station.png,https://en.wikipedia.org/wiki/Braidwood_Nuclear_Generating_Station
-78.719721999748,43.8727779999103,283,Darlington,Darlington 3,Canada,43.872778,-78.719722,934,878,Pressurized Heavy Water Reactor,AECL,CANDU 850,Operational,"September, 1984","February, 1993", , ,Ontario Power Generation,Ontario Power Generation,https://upload.wikimedia.org/wikipedia/commons/5/58/Darlington_Nuclear_Generating_Station_panorama2.jpg,https://upload.wikimedia.org/wikipedia/commons/5/58/Darlington_Nuclear_Generating_Station_panorama2.jpg
-87.5366670001765,44.2811109999235,284,Point Beach,Point Beach 2,United States,44.281111,-87.536667,516,0,Pressurized Water Reactor,Westinghouse,WH 2-loop (DRYAMB),Operational,"July 25, 1968","October 1, 1972", , ,NextEra Energy Resources,NextEra Energy Resources,https://upload.wikimedia.org/wikipedia/commons/3/37/HD.6B.370_%2811856150113%29.jpg,https://en.wikipedia.org/wiki/Point_Beach_Nuclear_Plant
44.1488888897879,40.180844440268,285,Metsamor,Metsamor  1,Armenia,40.180844,44.148889,408,376,Pressurized Water Reactor, ,V-270,Shut Down,"Wednesday, July 01, 1969","Sunday, February 25, 1989", , , ,Haykakan Atomayin Electrakayan CJSC,https://upload.wikimedia.org/wikipedia/commons/9/94/Metsamor_nuclear_power_plant%2C_cooling_towers_%28Armenia%2C_June_2015%29.jpg,https://en.wikipedia.org/wiki/Armenian_Nuclear_Power_Plant
-80.4305559996418,40.6233329999386,286,Beaver Valley,Beaver valley  1,United States,40.623333,-80.430556,921,0,Pressurized Water Reactor,Westinghouse,WH 3-loop (DRYSUB),Operational,"June 26, 1970","October 1, 1976", , ,Ohio Edison ,First Energy Nuclear,https://upload.wikimedia.org/wikipedia/commons/3/37/Beaver_Valley_Nuclear_Power_Plant.jpg,https://en.wikipedia.org/wiki/Beaver_Valley_Nuclear_Power_Station
-3.20729200031137,42.7752999998055,287,Santa María de Garoña Nuclear Power Plant,Santa María,Spain,42.7753,-3.207292,466,446,Boiling Water Reactor, ,BWR-3,Mothballed,"September 1, 1966","May 11, 1971", , ,Nuclenor,Nuclenor S.A,https://upload.wikimedia.org/wikipedia/commons/1/18/HD.15.113_%2811841851894%29.jpg,https://en.wikipedia.org/wiki/Santa_Mar%C3%ADa_de_Garo%C3%B1a_Nuclear_Power_Plant
-76.3983329998657,43.5233329996867,288,James A. FitzPatrick,James A. FitzPatrick 1,United States,43.523333,-76.398333,838,0,Boiling Water Reactor,General Electric,BWR-4 (Mark 1),Operational,"September 1, 1968","July 28, 1975", , ,Exelon Corporation,Exelon Generation Company,https://upload.wikimedia.org/wikipedia/commons/4/46/HD.6D.339_%2810824948594%29.jpg,https://en.wikipedia.org/wiki/James_A._FitzPatrick_Nuclear_Power_Plant
-76.4069440004476,43.5208329997174,289,Nine Mile Point,Nine Mile Point 1,United States,43.520833,-76.406944,621,0,Boiling Water Reactor,General Electric,BWR-2 (Mark 1),Operational,"April 12, 1965","December 1, 1969", , ,"Exelon, EDF",Exelon,https://upload.wikimedia.org/wikipedia/commons/1/1d/Nine_Mile_Point_Nuclear_Generating_Station_001.jpg,https://en.wikipedia.org/wiki/Nine_Mile_Point_Nuclear_Generating_Station
-2.8844439999846,40.3491669996844,290,José Cabrera Nuclear Power Station,José Cabrera,Spain,40.349167,-2.884444,150,141,Pressurized Water Reactor, ,WE-1 loop,Closed,1964,"August 13, 1969","April 30, 2006", ,Union Fenosa Generation S.A.,"Union Electrica Fenosa, S.A.",https://upload.wikimedia.org/wikipedia/commons/5/52/Nuclear_power_station_in_Almonacid_de_Zorita_%28Spain%29.jpg,https://en.wikipedia.org/wiki/Jos%C3%A9_Cabrera_Nuclear_Power_Station
-91.7772220003483,42.1005560000467,291,Duane Arnold,Duane Arnold 1,United States,42.100556,-91.777222,581,0,Boiling Water Reactor,General Electric,BWR-4 (Mark 1),Operational,"May 22, 1970","February 1, 1975", , ,"NextEra Energy Resources (70%), Central Iowa Power Coop. (20%),Corn Belt Power Coop. (10%)",NextEra Energy Resources,https://upload.wikimedia.org/wikipedia/commons/c/c2/DAEC.jpg,https://en.wikipedia.org/wiki/Duane_Arnold_Energy_Center
-79.0658329999461,43.8116670000952,292,Pickering ,Pickering  B7,Canada,43.811667,-79.065833,540,516,Pressurized Heavy Water Reactor,AECL,CANDU 500B,Operational,"March, 1976","January, 1985", , ,Ontario Power Generation,Ontario Power Generation,https://upload.wikimedia.org/wikipedia/commons/9/9b/Pickering_Nuclear_Plant.jpg,https://en.wikipedia.org/wiki/Pickering_Nuclear_Generating_Station
28.0572219998757,44.322222000055,293,Cernavodă Nuclear Power Plant,Cernavodă 3,Romania,44.322222,28.057222,705,650,Pressurized Heavy Water Reactor,AECL,CANDU-6,"Unfinished; Restart Planned", , , , , ,Nuclearelectrica,https://upload.wikimedia.org/wikipedia/commons/b/bf/Cernavod%C4%83-AEC.jpg,https://en.wikipedia.org/wiki/Cernavod%C4%83_Nuclear_Power_Plant
28.0572219998757,44.322222000055,294,Cernavodă Nuclear Power Plant,Cernavodă 1,Romania,44.322222,28.057222,706,650,Pressurized Heavy Water Reactor,AECL,CANDU-6,Operational,"Friday, July 01, 1982","Tuesday, December 02, 1996", , , ,Nuclearelectrica,https://upload.wikimedia.org/wikipedia/commons/b/bf/Cernavod%C4%83-AEC.jpg,https://en.wikipedia.org/wiki/Cernavod%C4%83_Nuclear_Power_Plant
51.2830000004362,43.606999999845,295,Aktau,Aktau 1,Kazakhstan,43.607,51.283,135,0,Sodium Cooled Fast Reactor,Atomenergoproekt,BN-350,Shut down,1964,1973,1999, , , ,https://upload.wikimedia.org/wikipedia/commons/8/8b/Shevchenko_BN350_desalinati.jpg,https://en.wikipedia.org/wiki/BN-350_reactor
8.2775559997053,45.1840940000907,296,Enrico Fermi Nuclear Power Plant,Enrico,Italy,45.184094,8.277556,270,260,Pressurized Water Reactor, ,WE 4-loops,Shut down,"Sunday, July 01, 1961","Saturday, January 01, 1965","Monday, July 01, 1990", , ,SOGIN,https://upload.wikimedia.org/wikipedia/commons/0/02/CentraleNucleareEnricoFermi.jpg,https://en.wikipedia.org/wiki/Enrico_Fermi_Nuclear_Power_Plant_(Italy)
114.544444440366,22.5638888898887,297,Daya Bay,Daya Bay1,China,22.563889,114.544444,984,944,Pressurized Water Reactor, ,M-310,Operational,"Saturday, August 07, 1987","Wednesday, February 01, 1994", , , , , , 
-81.5994440000517,44.3252780001781,298,Bruce,Bruce B7,Canada,44.325278,-81.599444,872,817,Pressurized Heavy Water Reactor,AECL,CANDU 750B,Operational,"May, 1979","April, 1986", , ,Ontario Power Generation,Bruce Power,https://upload.wikimedia.org/wikipedia/commons/3/35/Bruce-Nuclear-Szmurlo.jpg,https://en.wikipedia.org/wiki/Bruce_Nuclear_Generating_Station
-81.5994440000517,44.3252780001781,299,Bruce,Bruce B5,Canada,44.325278,-81.599444,872,817,Pressurized Heavy Water Reactor,AECL,CANDU 750B,Operational,"June, 1978","March, 1985", , ,Ontario Power Generation,Bruce Power,https://upload.wikimedia.org/wikipedia/commons/3/35/Bruce-Nuclear-Szmurlo.jpg,https://en.wikipedia.org/wiki/Bruce_Nuclear_Generating_Station
-73.9522220002594,41.2697219998291,300,Indian Point ,Indian Point 1,United States,41.269722,-73.952222,275,0,Pressurized Water Reactor,Westinghouse, ,Shut down,"May 1, 1956","October 1, 1962","October 31, 1974", ,Entergy,Entergy Nuclear,https://upload.wikimedia.org/wikipedia/commons/1/12/Indian_Point_Nuclear_Power_Plant.jpg,https://en.wikipedia.org/wiki/Indian_Point_Energy_Center
